,country,description,points,price,variety,description_length
764,US,blend cabernet sauvignon cabernet franc merlot wine fruit sourced entirely conner lee vineyard superjuicy black cherry flavor balanced generous acidity vibrant full long fresh could age gracefully decade,92,30.0,Meritage,275
765,US,taste sweet cherry blackberry jelly flavor racy clean acidity like simple glass wine fast food restaurant,82,8.0,Merlot,146
766,US,rounded aroma melon salty peach rise nose wine monterey county appellation south santa lucia highland palate driven citrus grass rather extreme sense sea salt enhanced mouth watering acidity nectarine flesh finish tasty though varietally uncommon,88,25.0,Sauvignon Blanc,333
767,US,pear apple orange earth bouquet set stage palate chockful pineapple pear lemon flavor toast note offset vibrant acidity uplift fruit nicely finish long tart sweet complex leesy earthy note medium bodied restrained complex wine show depth give six month year unfold,89,37.0,Chardonnay,346
768,US,soft medicinal uninteresting wine marked harshness green flavor barely suggest cherry,80,12.0,Zinfandel,109
769,US,sort second wine reverie rustic sharp tart jellied blackberry cherry flavor going anywhere,83,40.0,Bordeaux-style Red Blend,136
770,US,nice slightly sweet white wine tropical fruit buttered toast white flower vanilla flavor easy drink cocktail sipper,86,22.0,Marsanne,141
771,US,soft semisweet honeyed lemon lime gatorade taste everyday white simple clean,83,19.0,Sauvignon Blanc,109
772,Italy,sophisticated blend merlot cabernet sangioveto newly inaugurated frassinello winery designed architect renzo piano deeply etched oak tone blueberry forest berry close fresh crisp good length,90,45.0,Red Blend,253
773,Italy,ripe fruit note black cherry raspberry followed chocolate delicate spice blend sangiovese merlot maremma tuscany sharp well focused mouth lingering tone ripe fruit crisp berry finale,88,25.0,Red Blend,256
774,US,bump price winemaker ups percentage new oak half fruit estate grown light clean well balanced wine drink like village burgundy right hint herb around tart red fruit,88,18.0,Pinot Noir,248
775,Italy,ripassá wine refermented skin produce extra richness intensity aroma distinctive wine offer tone blackberry jam currant clove curry powder luscious slightly sweet tasting wine chewy tannin,88,18.0,Red Blend,262
776,US,ripe aromatic throwing cascade inviting scent new toasty oak dominates undercurrent blackberry jam blueberry mocha anise mouth huge lush powerful explosively fruity young wine yet maintains balance elegance really good best,94,95.0,Cabernet Sauvignon,291
777,US,rich toasty aroma barrel dominated aroma flavor vanilla sweet buttery oak underlying wine strong cherry balsam flavor girded considerable tannin pair game meat stew barbecue wrestle structural element submission,88,40.0,Pinotage,302
778,US,feminine wine soft gentle delicious flavor feel light silky mouth rich note cherry raspberry cotton candy buttered cinnamon toast sandalwood almost sweet finish nice dry drink,88,48.0,Pinot Noir,246
779,US,quilceda single vineyard bordeaux style blend cabernet sauvignon cabernet franc merlot petit verdot vineyard across road champoux dusty fragrant suggests soft leather toast caramel coconut hiding fruit first wash luxurious barrel flavor fruit emerges hour decanting tart racy mix berry sweet tomato,93,85.0,Red Blend,412
780,US,cabernet sauvignon vine planted went leonetti cab half evenly split merlot cab franc crafting flavor mix herb earth moderate density nicely spiced brambly red fruit butterscotch coming finish,89,45.0,Red Blend,308
781,US,cab go dip age five may one little awkward structure sharpness feeling oak integrated ripe blackberry fruit could emerge fine couple year,86,42.0,Cabernet Sauvignon,247
782,US,showing rich exotic side viognier ripe flamboyant flavor tropical fruit white flower spice controlled dryness citrusy acidity lovely versatile white,87,24.0,Viognier,203
783,US,meaty shiraz pull punch proudly displaying black raspberry earthy salumi infused flavor around rich dense texture full leather touch smoke temecula valley continuing make stride jumbo jet sized example finish teensy bit sweet shiraz blended cinsault,88,56.0,Shiraz,341
784,Spain,aroma black fruit light oak violet good basic pretty much defines rest wine expect easy flowing palate candied regular berry flavor front light medium finish nicely done approachable,87,15.0,Monastrell,250
785,US,good color light cranberry fruit flavor strong mint streak running core wine hard find varietal character thin herbal bit hard edged,84,25.0,Sangiovese,199
786,Italy,truckloads fresh banana emerge nose backed vanilla bean chalky minerality vitamin like aroma somewhat dilute palate banana note put another strong appearance imported vias import,85,12.0,Pinot Grigio,242
787,US,sulfur bottle slow blow revealed toughly tannic herbal wine taste range sage tobacco candied life saver blackberry cherry shriveled currant pesky tannin turn swallow leaving behind hard astringency,83,30.0,Cabernet Sauvignon,292
788,US,enticing spicy toasty aroma robust dry fruit flavor matched firm fine grained tannin full bodied wine based zinfandel lot offer stage oaky sensation astringent mouthfeel indicate need mellow best drink,89,40.0,Red Blend,303
789,US,broad across palate brings flavor orange soda orange candy grainy impression fruit forward quick fade,85,22.0,Viognier,142
790,US,attractively priced wine nice acidity subtle flavor pear lemon pronounced swaddling oak reveals nose mid palate enjoy food richer side,86,15.0,Chardonnay,196
791,US,young appealing vibrant upfront cherry oak flavor supple cab lush fine array dusty tannin well fine acidity beautifully balanced tremendously fruity wine classic structure elegance,91,60.0,Cabernet Sauvignon,253
792,US,ripe blackberry cherry coffee flavor sharp angular mouthfeel due acid green tannin wine might call rustic,84,34.0,Cabernet Sauvignon,148
793,France,bright fruited wine lively acidity apple flavor creamy texture touch spice lemon zest aftertaste drink,86,22.0,Chardonnay,150
794,US,stiffer quality herb leaf earth stem good concentration length full midpalate blend includes cabernet franc,89,25.0,Cabernet Sauvignon,166
795,Italy,creamy tuscan chardonnay share many characteristic distant cousin california show decidedly new world style aroma vanilla cream dried apricot honey peach cobbler crème brûlée finish marked spicy toasted oak intensity,92,120.0,Chardonnay,275
796,US,rich ripe complex cabernet classic napa tannic structure quite winery higher priced dollarhide elu bottlings showing similar elegance taste brim blueberry mocha cedar flavor develop next four year,90,35.0,Cabernet Sauvignon,282
797,US,lead pencil hint gravel come red mountain fruit welcome funk grit place boushey vineyard lovely aroma suggest violet white pepper hint smoky chocolate smooth tart tasting cherry berry,89,34.0,Syrah,256
798,France,interesting chard offer quite sweet note stewed peach orange marmalade overripe honeydew big bit clumsy mouth vibrancy freshness needed keep thing better balance however like em sweeter one,84,12.0,Chardonnay,270
799,US,basic chard thin enough peach cream vanilla toast flavor satisfy,83,7.0,Chardonnay,95
800,US,pretty good everyday chardonnay give consumer buttered toast vanilla note come oak top friendly pineapple flavored chardonnay little one dimensional satisfy lot wine drinker,85,18.0,Chardonnay,231
801,Italy,bright sauvignon offer aromatic medley stone fruit papaya dried hay fragrant yellow rose wine good structure polished clean finish would work fried finger food mozzarella bite,87,19.0,Sauvignon,225
802,Italy,musella producer good reputation non classico zone valpolicella beautiful vineyard plump ripasso offer density load sweet berry flavor boot pair polenta gorgonzola cheese imported vintner estate direct importing,87,14.0,"Corvina, Rondinella, Molinara",293
803,US,wine give clear clean shot pure raspberry fruit lightly dusted coffee cocoa whiff smoke drift across finish wine quickly thins,89,38.0,Malbec,171
804,US,though labeled cabernet full four grape bordeaux style blend sport classic cabernet nose dusty smoky cherry tobacco forest floor whiff barnyard fruit remains tart showing fair amount acidity tannin stiff mouthfeel tight sensual give one pull together,92,90.0,Cabernet Sauvignon,347
805,Italy,dark berry tilled earth gamey aroma lift glass firm palate offer black cherry chocolate peppermint oak alongside tightly packed tannin leave astringent finish drink,89,50.0,Nebbiolo,215
806,US,bit earthy dry rich blackberry tobacco cedar flavor cherry chocolate edge nice firm tannin round finish drink,85,29.0,Merlot,150
807,US,lush ripe blackberry cherry currant cassis flavor oaky overlay minerality toward end smack soil acidic jamminess fierce tannin wine feel austere remote give year cellar come around,91,75.0,Cabernet Sauvignon,287
808,Italy,sengia rossa blend corvina rondinella merlot variety show plush rich concentration soft velvety feel aroma include black cherry cassis leather tobacco touch licorice,88,20.0,Red Blend,221
809,US,easy like soft smooth wine cherry jam blackberry liqueur milk chocolate sweet licorice pepper sandalwood flavor feel extravagant seductive mouth making want another sip blend grenache syrah mourvèdre,88,40.0,Rhône-style Red Blend,267
810,US,estimating ageability pinot noir tricky one hefty tannin brisk acidity load fresh primary fruit seems ageworthy give year let structural element begin resolve flavor blackberry jam chinese tea mushroom spice develop secondary characteristic,94,42.0,Pinot Noir,332
811,US,good make want shout possesses beautifully ripe flavor expected great vintage blackcurrant cherry white chocolate cassis extra edge smoky caramel vanilla tannin perfect soft easy rich complex renoir differentiates napa softness accessibility great anything across mayacamas,96,50.0,Cabernet Blend,416
812,US,young tart compact still primary fruit phase development clean impactful nicely structured flavor run cranberry raspberry light cherry running deep enough suggest tucking away cellar year,90,55.0,Pinot Noir,273
813,Italy,slightly copperish hue suggests wine made according pinot grigio tradition wine see longer contact skin get aroma peach nectarine honeysuckle followed crisp clean mouthfeel,86,18.0,Pinot Grigio,241
814,US,rich somewhat generic cabernet ripe fruity oaky appealing blackberry currant smoky wood flavor wrapped firm tannin sweet finish flashy particularly complex ageworthy,89,60.0,Cabernet Sauvignon,247
815,US,lovely complex flavorful cab also tannic giving lockdown feeling rich core blackberry black currant spice herb new oak give savory smokiness better glide,92,42.0,Cabernet Sauvignon,247
816,US,found variability especial despite high price show artisinal vintage driven nature beguiling rough bit smooth seductive zin tannin feral interesting complex blackberry blueberry cherry asian spice flavor try aging long want lose fresh fruit,88,36.0,Zinfandel,384
817,US,current downturn demand grape expensive wine help z good fruit purchase plenty demand price point new pinot gris fresh racy mineral driven acidity underlying clean fruit tasting pear pear skin,88,12.0,Pinot Gris,295
818,US,huge ripe flavor blackberry plum jam mocha black currant anise cedar mark wine grown rugged hill southern monterey county quite tannic dry seem ager drink,88,29.0,Cabernet Sauvignon,228
819,US,fresh fruit flavor suggest bowl full berry cherry crisp acid help focus wine spot varietal flavor balance elegant complex lovely bottle radar producer,90,40.0,Pinot Noir,224
820,US,riper usually get salina valley appellation pleasing rich blackberry cherry plum herb dry spicy finish firm tannin good value,87,15.0,Cabernet Sauvignon,192
821,Italy,barriano rosemary green slightly vegetal blend merlot cabernet sauvignon balanced good dose plump red cherry mouth,85,16.0,Red Blend,158
822,US,jammy fresh ripe rich fruit apricot fig newton peach cobbler crème caramel honey vanilla toast flavor mingle complex spicy finish price dryness high alcohol wine never taste hot,88,24.0,Roussanne,233
823,Italy,luminous white wine benefit added aromatic intensity form creamy lemon zest almond blossom stone fruit good density richness wine end generous fresh fruit flavor,87,15.0,White Blend,221
824,Spain,heavy dark color stalky nose compost component scream fresh ready feel fairly snappy taste tart slightly vegetal finishing rhubarb flavor,82,12.0,Trepat,219
825,US,helped extra bottle age syrah best latest release cliff creek balanced varietal spicy berry fruit highlighted grapefruity phenolic flavor penetrate stand well medium long balanced finish,88,25.0,Syrah,252
826,France,ripe minerally flint crisp fruit along richness structure green plum wood flavor blending fruit number chablis premier cru vineyard show rich ageworthy nature,88,29.0,Chardonnay,233
827,US,might called old style washington cabernet fruit mixed liberally bell pepper dill plenty tannin distinctly earthy aroma barnyard carry well finish pleasantly reminiscent cru bourgeois bordeaux,85,12.0,Cabernet Sauvignon,293
828,Italy,ribolla gialla naturally creamy soft variety expression favor tonic soda aroma tart lemon candy help shape racy zesty impression overall,85,18.0,Ribolla Gialla,170
829,France,touching maturity wonderful wine intense acidity yeast minerality beautiful final citrus texture ready drink age many year,95,95.0,Champagne Blend,179
830,US,interesting wine call intellectual appeal much conceptual hedonistic opposite today soft sweet fruit bomb bone dry somewhat austere showing tightly knit tannic structure explosive controlled central core blackberry cellar candidate fascinating try wine,92,65.0,Cabernet Sauvignon,368
831,US,winery formerly known napa ridge come modestly priced cab nicely ripe kind luscious blackberry cherry cocoa flavor although hot region lodi somehow manages crisp acidity,84,10.0,Cabernet Sauvignon,245
832,US,something old fashioned wine strong edgy tannin rustic mouthfeel yet high hot alcohol extracted jammy cherry raisin flavor seem ager drink,85,44.0,Bordeaux-style Red Blend,223
833,France,absolute gem respected languedoc produer gérard bertrand aroma draw immediately intense brooding note coffee black fruit preserve cocoa tea leaf mouth like crushed velvet offer black plum blueberry preserve note dusty tannin dance mouth garrigue spice lingers finish hold,92,69.0,Rhône-style Red Blend,370
834,US,unusually deep color black cherry flavor help make wine concentrated full bodied thick layer tannin pucker mouth help wine pair roast rich risotto made grenache syrah,87,36.0,Rhône-style Red Blend,243
835,US,show good syrah character rich spicy full bodied wine luscious flavor blackberry black cherry fig tangerine zest also tangy minerality give wine backbone verve show promise mountainous lake county appellation,88,25.0,Syrah,274
836,Italy,floral delicate wonderful prosecco extra dry interesting blend floral fruit aroma come together generous harmonious whole easy approachable would pair well lightly grilled sea bass fresh water fish,87,18.0,Prosecco,267
837,Italy,terre di sofia oak aged chardonnay lemon zest vanilla exotic fruit pineapple light shading exotic spice smooth supple mouth,87,29.0,Chardonnay,164
838,Spain,smoky meaty smelling begin like mix barbecued spare rib roasted berry palate full tannic drying bacon hickory baked blackberry flavor mixed herb hard clacky finish flavorful solid throughout,87,18.0,Tempranillo,268
839,Spain,jammy berry aroma fiery aggressive mouth sticky feel huge grabbing tannin blocky ripeness chocolate vanilla drape overripe black fruit flavor finish heavy chewy taste like fudge drink forceful oaky rdd,91,125.0,Tinto Fino,293
840,Italy,floral delicate cartizze musky note pretty embroidery fruit salad delicate mineral nuance give linearity pulpy fruit give texture persistence,88,23.0,Prosecco,206
841,Italy,blend sangiovese canaiolo enhanced small percentage merlot addition heightens wine softness render richer mouthfeel,85,10.0,Sangiovese,160
842,Italy,honey peach citrus dried herb comprise nose simple pinot grigio appearance wine almost transparent touch gold mouthfeel equally light easy screwcap bottle cute picture green vespa label reinforce italy dolce vita appeal,85,12.0,Pinot Grigio,311
843,France,undoubtedly one two star property moulis quality impeccable cabernet dominated wine superrich black currant flavor retain great structure aging ability enjoy wine year,92,25.0,Bordeaux-style Red Blend,222
844,US,soft jammy raspberry red licorice flavor streak bramble nettle peppery spice good dry wine would benefit greater structure syrah based rhône style blend,86,16.0,Rhône-style Red Blend,207
845,US,pretty fragrance come cotton candy highlight along note tangy red fruit concentrated deep appealing purity flavor structure age decade,92,60.0,Pinot Noir,198
846,US,made fruit sourced mostly mercer spice cabinet vineyard horse heaven hill tablas clone syrah rattlesnake hill tasty wine seems incomplete ripe purple fruit flavor come plenty power hole middle finish kick splash molasses,88,41.0,Petite Sirah,360
847,Italy,informal easygoing red table wine would taste great pizza open bright ruby color show aroma cherry raspberry toasted almond,85,10.0,Red Blend,179
848,US,robust full bodied jammy flavor blackberry cherry currant liberally sprinkled crushed black pepper cocoa dry tannic bordeaux blend sangiovese syrah,85,43.0,Red Blend,205
849,US,made five classic bordeaux variety rich softly tannic delicious wine brim jammy blackberry dark chocolate sweet cedar flavor sweetly chewy texture hint ageability drink,92,50.0,Bordeaux-style Red Blend,245
850,France,soft wine easy attractively ripe fruit wine aging estate made drinkable wine patache stand ancient coaching inn recollected wine label coach horse imported grand chais de france,85,24.0,Bordeaux-style Red Blend,275
851,US,upscale white wine made white bordeaux style partially aged oak lee bringing creamy yeasty freshness citrus tropical fruit green grass flavor totally dry brisk acidity make clean scour brilliant wine drink everything goat cheese appetizer firm fleshed fish like halibut roast chicken,92,45.0,Sauvignon Blanc,376
852,US,one thing depend concerning clos du val cabernet elegant winery resolutely refuse kowtow modern style ultraripe extracted fruit high alcohol massive oak lovely cab contains drop merlot defines style joy drink rich complex cherry blackberry flavor flecked earth herb beginning long journey least,94,75.0,Cabernet Sauvignon,442
853,US,ddo chardonnay come close white burgundy find oregon amazing finesse crisp detailed aroma mixing flower peach melon almond impressive texture long elegant precisely detailed path across palate,92,27.0,Chardonnay,252
854,Spain,roasted plum raspberry aroma offer accent vanilla dill dry wood palate big little soft chubby middle savory herbal black fruit flavor meaty deep finish earthy herbal integrity monastrell ready go,89,19.0,Red Blend,285
855,Italy,compact clean aromatic delivery banana golden delicious apple attractive hint toasted almond background creamy smooth supple mouth touch zesty spice finish imported prestige wine import corp,88,10.0,Pinot Grigio,263
856,Spain,tarry stalky aroma fail make much statement high acid rugged mouth mixture herbal red fruit flavor distinct stalkiness grating finish racy hot,83,9.0,Garnacha,202
857,US,polished creamy made appeal popular style rich ripe tangerine apricot lime fruit toasty vanilla overtone brightened crisp acidity lovely wine drink,90,50.0,Chardonnay,216
858,US,made rich ripe top style winemaker mark mcneilly us mark ryan viogniers superconcentrated wine passing resemblance limoncello along come note key lime candied pineapple bit alcoholic heat find excellent others little extravagant,90,35.0,Viognier,344
859,US,rustic thin flavored odd citrus medicinal flavor,82,13.0,Pinot Gris,64
860,US,winery selection best barrel make fascinating wine showing mixed asian spice supple fruit beautiful fine grained tannin muscular detailed bit alcoholic kick finish powerful well crafted,94,50.0,Red Blend,249
861,US,made estate vineyard fruit merlot medium bodied mix red fruit flavor plus grace note leaf mushroom finish leaf impression dried toast,88,36.0,Merlot,188
862,Spain,wine show potential power valdeorras godello fair price lot minerality acidity also boatload kiwi green apple papaya white pepper unconventional spanish white wine much worth look,90,18.0,Godello,257
863,France,fresh strawberry aroma set scene bright red berry flavored wine vibrant vivid acidity exotic perfume tannin however suggest bigger tougher wine fruit offer next month likely fill become dense,88,70.0,Pinot Noir,293
864,US,spicy exuberant particularly subtle big juicy wine drink steak roast bone dry pretty tough tannin flavor blackberry leather cola coffee pepper ready,86,35.0,Syrah,215
865,Spain,cepas vellas refers old vine noticeable wine popcorn cream characterizes nose mouth oak aided fold melon waxy papaya banana flavor sitting plump cushioned palate holdover drink,87,18.0,Albariño,315
866,US,generic red wine soft berry coffee flavor scour tannin finish dryish overall versatile wide range thing,84,11.0,Sangiovese,165
867,France,surface wine firmly tannic fruit brings richness opulence underneath combination equal ripe wood aged wine dry tannin beginning integrate fruit,90,61.0,Pinot Noir,217
868,France,branded bordeaux deservedly spotty reputation year mouton cadet aim start turning around cherry chocolate nose followed smoky earthy tobacco black cherry flavor silky texture make ready drink,86,8.0,Bordeaux-style Red Blend,257
869,France,dense wine tannic firmly structured one wine faint hearted power concentration medicinal character age several year,91,40.0,Malbec,180
870,Italy,clean polished chardonnay open subtle tone vanilla peach passion fruit enough structure create rich creamy sensation,87,19.0,Chardonnay,166
871,Italy,benito ferrara delivers nice fiano di avellino life excellent reputation wine thanks precise mineral tone background note stone fruit honeysuckle marc de grazia selection various american importer,85,32.0,Fiano,252
872,US,baked strawberry bittersweet note cherry play palate around medium bodied frame subtle tannin oak dried cranberry come secondary detail wine finish blaze leather black tea,87,25.0,Pinot Noir,234
873,US,soft direct syrah offer lush flavor blackberry currant dark chocolate smoky oak pepper seems best,85,55.0,Syrah,143
874,US,vineyard designate yountville packed compact tannin rich oak yet nicely balanced crisp ranberry cherry clove flavor light black pepper note add seasoning,90,80.0,Cabernet Sauvignon,187
875,US,super dusty leathery big shouldered also quite bright drinkable made using grape sourced old vine planted within esola vineyard,87,25.0,Zinfandel,158
876,US,slightly fizzy first honey almond jump start wine finish light dry,85,14.0,Riesling,105
877,France,rounded rich impressive wine weight ripe yellow white fruit go intense acidity citrus edge finish crisp taut worth aging wine year,91,45.0,Sauvignon Blanc,214
878,US,simple harsh texture wild berry cola pepper flavor wrapped hard green tannin make aftertaste bitter,82,24.0,Zinfandel,135
879,France,pink could taste wine hand picked cabernet franc bright fruit red berry soft touch caramel delivers good acidity end,84,20.0,Rosé,196
880,Italy,definitely good ripeness cherry farmyard tone hampered bit much sulfur short finish show nice leather also funky undertone best class,83,35.0,Nebbiolo,213
881,Spain,fine cava easygoing white fruit aroma cushioned full round palate taste rich honeyed toasty nutty dry apple pear flavor elegant complex texture style,91,50.0,Sparkling Blend,203
882,Italy,lovely morellino delivers lively easy aroma cherry blackberry plum wine aged stainless steel preserve freshness integrity fruit remarkable mouthfeel bright focused,88,17.0,Sangiovese,249
883,US,ddo chardonnay come close white burgundy find oregon amazing finesse crisp detailed aroma mixing flower peach melon almond impressive texture long elegant precisely detailed path across palate,92,27.0,Chardonnay,252
884,US,fan semisweet bubbly bright salmon shade sparkler offer confected nose reminiscent watermelon jolly rancher softly pétillant heavy syrupy texture palate akin liquid cotton candy,83,13.0,Sparkling Blend,224
885,France,attractively herbal rendering côtes du rhône village offering hint flowering thyme sage rosemary rounded flavor ripe cherry medium bodied wine long finish,89,16.0,Rhône-style Red Blend,230
886,US,delicious classic totally enjoyable structural balance age quite impress complex blackberry currant cedar flavor quality tannin dramatically rich ripe best least year,92,48.0,Cabernet Sauvignon,298
887,Italy,big brawny plush international amarone see year oak delivers thick layer espresso coffee chocolate fudge wood toast honey nut chewy viscous mouthfeel rounded caressing spice flavor good length finish,91,56.0,"Corvina, Rondinella, Molinara",276
888,US,coming vineyard first planted mondavi late well priced widely available wine show blackberry violet black pepper snapped dark chocolate nose fresh lively black cherry blueberry meld fennel tarragon lot herbal spice held together smooth tannin,92,18.0,Cabernet Sauvignon,329
889,US,splendid resonant beautifully detailed wine capture everything desirable vintage blackberry black cherry fruit adorned sprinkling sumatra coffee bean rock polished tannin pleasing roasted character right power clean sexy finish drink,95,45.0,Pinot Noir,350
890,US,wine show stuffing black cherry black olive flavor thick rough tannin note moist earth barnyard alcohol burn finish though label say alcohol itfeels higher,85,30.0,Merlot,213
891,US,new eco friendly minimalist packaging estate grown fruit push distinctive walla walla valley syrah front rank juicy sappy tart tangy boysenberry fruit flavor run bright midpalate tannin soft supple plenty lemony acidity backing,90,24.0,Syrah,293
892,Spain,earthy aroma brick dust blend spiced cherry tomato note chewy solid palate register correct taste ripe candied berry fruit chocolate long warm slightly oaky finish sends way,88,15.0,Tempranillo Blend,235
893,US,good zinfandel dry rich thick tannin expect howell mountain blackberry cassis cedar flavor liberally spiced pepper loses point certain green herbaceousness,86,50.0,Zinfandel,215
894,US,sweetly delicious young pinot whose flavor designed please flood mouth raspberry cherry jam anise cola pepper sandalwood note brightened crisp acidity drink,88,28.0,Pinot Noir,211
895,US,blend merlot cabernet sauvignon cabernet franc aged new french oak wine producer blend currently show abundance barrel flavor baking spice overpower signature element distinguished vineyard mineral saline iron steel note often found ciel red wine fruit remains gorgeously ripe bit bottle age subtle flavor may reappear,91,60.0,Bordeaux-style Red Blend,477
896,Italy,fragrant spicy savory wine delivers aroma ripe black cherry blackberry white pepper carry palate balanced fresh acidity soft polished tannin give smooth easy drinking texture,88,15.0,Barbera,233
897,France,subtle note caramel add richness baked apple aroma nose palate hint chamomile tisane add baked apple flavor body taut linear rounded hint baked apple persist even dry clean fresh finish,92,54.0,Riesling,257
898,Italy,distinctive offering marked beautiful seamless quality exotic aromatic note unique bottle design cedar sandalwood sweet dustiness nose open cherry toasty oak palate dry even mouth finish fine grained tannin lovely back end bouquet drink,91,24.0,Sangiovese,327
899,US,could almost zinfandel jammy fruity raspberry cherry red currant pepper firm tannin solid dose acidity also slightly sweet one dimensional,84,35.0,Tempranillo,193
900,US,lovely riesling made dry style fine german kabinett crisp sleek acidity mineral undertow peach pineapple gardenia petrol flavor pretty polished pan fried trout almondine,88,22.0,Riesling,238
901,Italy,bubbly bright luminous prosecco brut pretty floral fragrance clean mineral nuance persistent bubbling compact texture end zesty crispness drying mineral tone,87,17.0,Prosecco,214
902,US,one beautiful package design state introduces fresh toasty wine translates cool wet vintage delicate enjoyable bottle pinot light cranberry cherry fruit set gently proportional bed tart acid pretty oak new,90,37.0,Pinot Noir,287
903,Spain,smell stalky leafy baked element show tomato driven acidity red leaning flavor cranberry tomato raspberry touched note oak based vanilla dill tomato tobacco flavor key finish,87,26.0,Tempranillo,251
904,Spain,clean approachable lemon lime aroma leading easy mildly crisp palate lemon lime honeydew flavor sweet accordance standard extra dry guideline also good apéritifs sparkling cocktail,86,12.0,Sparkling Blend,234
905,US,first opened tight herbal scent blood subtle hint rock spice underlie pristine cranberry fruit need year unwrap new schindler come swinging wild berry fruit laced earthy barnyard funk taste like unbridled mix fruit soil spice barrel add vibrant earthy alive pinot,91,42.0,Pinot Noir,399
906,US,belle vallée made nouveau style pinot noir forward light fruit flavor strawberry candy,84,17.0,Pinot Noir,108
907,Italy,lirano soprano barbera alba ripe aroma coffee freshly ground espresso bean followed chocolate playful touch white pepper fruit tone hold nicely round bouquet wine balance richness freshness,90,35.0,Barbera,258
908,US,pure varietal cabernet sauvignon mix walla walla vineyard great cabernet vintage new consulting winemaker robert smasne excellent fruit source skylite cellar hit real high note lush black cherry fruit framed ripe chewy tannin wine dense textural hint herb alcohol moderate,90,32.0,Cabernet Sauvignon,362
909,US,tightly structured wine marked apple peach flavor young earthiness keep mere fruit fest lush creamy complex real density weight lot like,89,18.0,Chardonnay,210
910,France,lemon anjou pear take lead easy drinking white secondary hint faint toast citrus rind adding depth interest balanced slight sharpness finish slightly pithy bitterness,84,10.0,Chardonnay,235
911,US,bone dry lot zesty acidity flavor sour cherry candy pomegranate persimmon mushroomy earthiness change next four year although necessarily improving try pairing steak lamb rich cut ahi tuna,90,50.0,Pinot Noir,272
912,US,vintage particularly successful patz hall achieved ripeness balancing acidity seemingly effortless touch wine brilliantly clean extraordinarily rich pineapple meyer lemon sweet lime mineral grows better warms glass,92,60.0,Chardonnay,287
913,France,blend equal part merlot cabernet sauvignon already well balanced ready drink wine dusty tannin suspended easily black currant flavor dry core brings weight drink age two year,87,15.0,Bordeaux-style Red Blend,240
914,US,marked zingy acidity malbec show cabernet like black currant flavor strong rich tannin bone dry need good steak punch astringency,86,35.0,Malbec,170
915,US,entirely estate polished young pinot offer complex mélange flavor balanced structure taste root beer red currant licorice gingersnap cookie sweet oak frankly delicious fine peak hold several year,92,55.0,Pinot Noir,285
916,US,dry robust tannin fine pinot noir benefit time cellar silky texture show tart coastal acidity framing flavor sour red cherry candy cinnamon sandalwood pepper best,91,45.0,Pinot Noir,238
917,Italy,note pink rose wild flower open bouquet delicate selection offer cranberry citrus flavor easy fresh finish,86,18.0,Carignano,148
918,US,good cabernet drinking polished tannin candied flavor blackberry pie filling sour black cherry lifesaver sweet smoky sandalwood,87,60.0,Cabernet Sauvignon,160
919,US,classic style cabernet improve age smell like pencil shaving tobacco cedar taste like dark chocolate black cherry feeling firm palate fine grained tannin lingering dark chocolate cherry finish best,89,25.0,Cabernet Sauvignon,311
920,Spain,may getting old still welcoming mostly fresh citrus melon mango flavor flush clean finish racy fluid normally albariño one year wine meaning drink year immediately harvest hanging still showing kick drink best result,88,20.0,Albariño,338
921,US,sparkling wine blend chardonnay pinot noir dry creamy rich flavor citrus yeast vanilla feel refined silky palate honeyed finish,90,52.0,Sparkling Blend,196
922,Spain,aalto one several smaller project led former vega sicilia head winemaker mariano garcía think pagos seliccionados p best effort date wine dark charcoal lemon pure black fruit aroma feature brilliant luster deep rich syrupy flavor maple boysenberry black cherry show beautiful finish amazing depth hold,95,105.0,Tinto del Pais,414
923,US,rhône variety including viognier fresh fruity wine meant consumed within next five year strong cherry blackberry berry flavor smoky vanilla oak,87,40.0,Rhône-style Red Blend,211
924,France,offer black currant flavor firm stalky tannin acidity good juicy character dry aftertaste drink,84,14.0,Bordeaux-style Red Blend,137
925,US,distinctive syrah show great concentration focused blackberry sweet leather dark chocolate mineral black pepper flavor beyond power wine bone dry soft acidity quite tannic end result impressive ready drink,90,28.0,Syrah,270
926,France,spicy toasty wine fruit tropically rich texture dense acidity important dominant delicious wine maturing well,91,27.0,Chardonnay,143
927,US,five grape bordeaux blend substantial pretty sweet slightly candied cherry plum fruit open wine interesting layering bringing cassis hint herb edgy tannin,88,27.0,Red Blend,203
928,Spain,nothing special blend tempranillo shiraz fact austere less pleasing brand basic temp shiraz blend said wine show thin raspberry flavor tangy almost sour back end probably best food real good,83,12.0,Tempranillo-Shiraz,287
929,US,real new zealand style sauvignon blanc dry tart rich gooseberry lime green apple asian pear vanilla white pepper flavor touch oak brings pleasant buttery toastiness grape come cool arroyo seco ava warm san lucas ava brilliant blending decision make wine especially balanced,89,16.0,Sauvignon Blanc,355
930,US,tart aromatic white blend could labeled chardonnay less quarter mix riesling muscat gewürztraminer pinot gris detailed lively bright citrus pineapple pink grapefruit sweet spice,88,13.0,White Blend,234
931,Italy,luminous bright chardonnay well balanced aromatic offering span toasted nut chalky mineral exotic fruit overall wine taste smooth creamy sharp point acidity help move along palate sophisticated white wine elegant bottle,90,38.0,Chardonnay,323
932,US,blend dolcetto refosco nebbiolo red lusty tannic acidic slightly sweet wine nothing fancy going sheer power impress,86,50.0,Red Blend,159
